	x	y
0	0.3939007622463372	0.7860535465132669
1	0.04497061834685001	0.06005341275109277
2	0.7778902827154506	0.2437039188648158
3	0.2661771930375615	0.5879198614173416
4	0.9317208503173943	0.8033880846837212
5	0.38355160218600237	0.07127547535102763
6	0.1532049337350898	0.3271639676953437
7	0.6700099970716034	0.9650001455162345
8	0.1748682559387127	0.3744857851513037
9	0.36644429058641337	0.722418821560035
10	0.4471485109416904	0.37038465383978303
11	0.34984477742272635	0.4458345414569843
12	0.696553355668447	0.8905230636749837
13	0.2524686371710295	0.9328171256533029
14	0.5583956132671863	0.797857481539341
15	0.561551102413698	0.7565003739086811
16	0.04328675628643219	0.048266625666327334
17	0.36526135405812377	0.7015761620826135
18	0.545585922087649	0.03956965803204171
19	0.005460530028828625	0.37241102696026795
20	0.14338627890627675	0.005521361028857141
21	0.7311168405423601	0.48080264501990577
22	0.4372133747937754	0.8859172937863636
23	0.6695077783919108	0.5693625386988646
24	0.6466056231596684	0.3695902004179915
25	0.5031910365055537	0.4395083712231366
26	0.6527807155996541	0.6545778790002339
27	0.4085209878554653	0.61080085507207
28	0.9374232824370483	0.6564705008302337
29	0.10894184247024574	0.6322650690026527
30	0.03535194815020015	0.12160241928020132
31	0.30812491722081115	0.03495875319050601
32	0.8579024933068558	0.5292907718452013
33	0.08110081681171433	0.17739590587527332
34	0.09666704172496288	0.9118017088023045
35	0.9778156525711645	0.45426185927008234
36	0.42859221616682375	0.08212613757011955
37	0.09085928721478997	0.5015383378565986
38	0.7514453481555079	0.22878935941122336
39	0.22526976403366328	0.8336524872170216
40	0.47065216900068385	0.13725342123812112
41	0.746437181214862	0.9899927474363879
42	0.925728610362296	0.7318814603098338
43	0.3349630990907505	0.6909948504439318
44	0.24005596867625845	0.2082926168059972
45	0.26915040350443253	0.10815736657826147
46	0.3209809087382326	0.09826758222971954
47	0.0167725633550605	0.929202208981009
48	0.7220131465320184	0.06778297227246
49	0.02358362123046953	0.005025797483135475
50	0.9272900054875955	0.6119801690114618
51	0.28330754590087437	0.1853891465086288
52	0.03625767057298068	0.8531225358944086
53	0.33627504426394716	0.46123717414126375
54	0.49124016700315665	0.8574406124082361
55	0.01805797131166642	0.08575553563354676
56	0.3032466311564628	0.4749941582542134
57	0.06620885929437625	0.6646420938257313
58	0.6449002732136796	0.4199200622931103
59	0.5939590570789715	0.02732624563935393
60	0.7876250397054748	0.6001703407410244
61	0.5572744409457052	0.09243523251667718
62	0.2857545515685801	0.9064314621470165
63	0.2591991634110822	0.7897794295531219
64	0.5252314487797161	0.21971195054379766
65	0.3511290856464311	0.8616277503371504
66	0.9663729447189626	0.839093638095293
67	0.2874853569679384	0.21472656031681858
68	0.9890232974344539	0.9056282828283131
69	0.6129579124812663	0.1389798290587524
70	0.04121364881528877	0.762153071186473
71	0.02333352629987029	0.8193786029422709
72	0.8869011199403944	0.45608750894596395
73	0.11278519101652129	0.49621504857402454
74	0.24502822564584725	0.13249472346859648
75	0.19269721320476096	0.12948744517211996
76	0.6090545605181336	0.04515187482628935
77	0.9811576078864335	0.887964610598742
